p_date,account,campaign,adset,ad_name,song_id,bid_type,obj_type,cost_usd,impressions,clicks,new_dev,login_dev,solo_open_dev,pub_dev,dur_total_min,obs_dev,ret_dev
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0920,音高线_AI车内深夜花衬衫男_歌房5_110326_评论_MA_0920,110326,LC,Login,32.34,54175,189,7,7,5,0,120.0,7,3
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内眼镜男_歌房5_110326_EG_0915,110326,LC,Login,31.13,49552,130,4,4,2,0,23.9,4,2
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0920,音高线_白头巾盲女_歌房5_110326_评论_EG_0920,110326,LC,Login,24.51,43420,110,2,2,2,0,11.6,2,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_白头巾盲女_歌房5_110326_评论_IRQ_0920,110326,LC,Login,23.01,61559,166,3,3,3,1,44.7,3,1
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内花衬衫男_歌房5_110326_EG_0915,110326,LC,Login,19.12,23121,92,3,3,3,0,44.9,3,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0920,音高线_AI红衣男_歌房5_525552_评论_EG_0920,525552,LC,Login,18.86,25211,105,2,2,2,0,12.0,2,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0920,音高线_眼镜红头巾男_歌房5_101066_评论_MA_0920,101066,LC,Login,11.65,18782,66,1,1,1,0,16.0,1,1
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_AI车内深夜花衬衫男_歌房5_110326_评论_IRQ_0920,110326,LC,Login,11.39,19992,74,5,5,3,2,105.0,5,2
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_AI红衣男_歌房5_525552_评论_IRQ_0920,525552,LC,Login,9.11,15293,47,2,2,2,0,12.4,2,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0912,音高线-真人K歌-下载CTA-499832-260907-16_EG_0912,499832,LC,Login,7.54,11550,41,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_眼镜红头巾男_歌房5_101066_评论_IRQ_0920,101066,LC,Login,4.39,9143,23,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0920,音高线_AI车内深夜花衬衫男_歌房5_110326_评论_EG_0920,110326,LC,Login,4.19,6998,15,1,1,1,0,7.6,1,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0920,音高线_黑袍头巾男_歌房5_101066_评论_MA_0920,101066,LC,Login,4.03,5407,22,1,1,1,0,6.5,1,1
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0912,音高线-真人K歌-社交分享-100646-260907-23_IRQ_0912,100646,LC,Login,2.61,11008,38,1,1,0,0,2.8,1,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0920,音高线-真人K歌-社交分享-100375-260907-24_MA_0920,100375,LC,Login,2.08,2587,9,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0912,音高线-真人K歌-社交分享-100375-260907-24_EG_0912,100375,LC,Login,1.9,2357,7,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0917,音高线-真人K歌-社交分享-121200-260907-20_EG_0917,121200,LC,Login,1.85,4045,17,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0920,音高线_眼镜红头巾男_歌房5_101066_评论_EG_0920,101066,LC,Login,1.81,3913,4,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_车内双男吉他_歌房5_101180_IRQ_0920,101180,LC,Login,1.34,2640,6,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_AI车内蓝衬衫男_歌房5_110326_EG_0916,110326,LC,Login,1.11,1292,5,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0917,音高线-真人K歌-社交分享-499832-260907-17_EG_0917,499832,LC,Login,1.05,1074,1,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0920,音高线_黑袍头巾男_歌房5_101066_评论_IRQ_0920,101066,LC,Login,0.87,1915,8,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0920,音高线_黑袍头巾男_歌房5_101066_评论_EG_0920,101066,LC,Login,0.74,2462,2,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_白天车内长发男_歌房5_121183_IRQ_0916,121183,LC,Login,0.54,2195,5,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线-真人K歌-社交分享-100375-260907-24_EG_0916,100375,LC,Login,0.44,1581,3,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_车内蓝衬衫男_歌房5_517861_IRQ_0916,517861,LC,Login,0.35,1042,8,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0917,音高线-真人K歌-下载CTA-121200-260907-18_EG_0917,121200,LC,Login,0.32,691,5,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_车内双男吉他_歌房5_101180_IRQ_0916,101180,LC,Login,0.27,737,2,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_车内双男吉他_歌房5_101180_EG_0916,101180,LC,Login,0.16,232,2,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_AI车内蓝衬衫男_歌房5_110326_评论_IRQ_0916,110326,LC,Login,0.12,459,0,0,0,0,0,0.0,0,0
20260922,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0917,音高线-真人K歌-下载CTA-100646-260907-22_EG_0917,100646,LC,Login,0.07,193,1,0,0,0,0,0.0,0,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,音高线-真人K歌-下载CTA-121200-260907-19_EG_分时_0914,121200,LC,Login,190.29,431615,2098,112,81,54,2,758.2,112,23
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_LBN_LC,代投_登录_安卓_LC_唱歌定向年龄44_LBN_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_LBN_0903,101156,LC,Login,100.25,188115,771,25,19,11,0,166.1,25,3
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0920_多国_LC,代投_登录_安卓_LC_年龄44_多国_分时_0920,音高线-真人K歌-下载CTA-121200-260907-19_EG_分时_0914,121200,LC,Login,81.54,251399,1458,121,88,52,4,766.0,121,20
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_IRQ_LC,代投_登录_安卓_LC_唱歌定向年龄44_IRQ_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_IRQ_0903,101156,LC,Login,80.32,283158,1645,93,77,53,2,715.2,93,15
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,GF-歌声对比-真人k歌-模板11-105313-260511-zcx- (6).mp4_EG_0911,105313,LC,Login,79.9,171756,948,58,45,33,0,490.3,58,8
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_ALG_0903,101156,LC,Login,69.07,198917,1298,62,53,41,1,1266.9,62,18
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线-真人K歌-下载CTA-121200-260907-19_ALG_0911,121200,LC,Login,60.21,226009,1345,173,124,104,4,2164.2,173,36
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_LBN_LC,代投_登录_安卓_LC_唱歌定向年龄44_LBN_0911,音高线_AI车内黑衬衫男_歌房5_109959_LBN_0911,109959,LC,Login,50.33,101714,508,9,6,4,0,88.1,9,3
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0904,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_EG_0904,101156,LC,Login,50.15,97185,707,39,34,24,1,422.6,39,2
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-下载CTA-121200-260907-18_EG_0917,121200,LC,Login,46.85,141344,895,124,94,79,3,1450.5,124,19
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0903,GF-音高线-真人k歌-模板20-100375-1010-LJQ-01.mp4_ALG_0903,100375,LC,Login,31.32,82732,596,28,27,23,0,361.8,28,7
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0920_多国_LC,代投_登录_安卓_LC_年龄44_多国_分时_0920,音高线-真人K歌-下载CTA-499832-260907-15_EG_分时_0914,499832,LC,Login,19.17,55139,328,37,23,16,1,281.1,37,9
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,GF-歌声对比-真人k歌-模板11-100477-0908-LJQ-03.mp4_EG_分时_0914,100477,LC,Login,14.23,31081,138,4,3,3,0,13.3,4,1
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_AI车内眼镜男_歌房5_109959_EG_0911,109959,LC,Login,11.61,16800,103,15,10,7,1,74.1,15,1
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_AI车内蓝金衬衫男_歌房5_109959_EG_0911,109959,LC,Login,5.73,7636,37,4,4,2,0,29.9,4,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_舞台墨镜女_歌房6_109959_评论_EG_0911,109959,LC,Login,3.16,4986,33,1,1,1,0,5.6,1,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-社交分享-121200-260907-20_EG_0917,121200,LC,Login,2.95,7155,64,6,5,5,0,56.2,6,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0920_多国_LC,代投_登录_安卓_LC_年龄44_多国_分时_0920,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_EG_分时_0914,101156,LC,Login,1.14,2898,19,2,2,2,0,14.6,2,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0920_多国_LC,代投_登录_安卓_LC_年龄44_多国_分时_0920,音高线_AI车内眼镜男_歌房5_109959_EG_分时_0914,109959,LC,Login,0.45,1177,5,0,0,0,0,0.0,0,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-下载CTA-100646-260907-22_EG_0917,100646,LC,Login,0.3,474,2,0,0,0,0,0.0,0,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线_AI车内黑衬衫男_歌房5_109959_ALG_0911,109959,LC,Login,0.07,276,7,0,0,0,0,0.0,0,0
20260922,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线_AI车内蓝金衬衫男_歌房5_109959_ALG_0911,109959,LC,Login,0.02,231,4,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_优质素材_EG_0921,音高线_紫衣服男_歌房5_110326.mp4_EG_0921,110326,LC,Login,221.97,413219,1420,39,36,31,3,358.0,39,8
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_优质素材_IRQ_0921,音高线_紫衣服男_歌房5_110326.mp4_IRQ_0921,110326,LC,Login,212.21,595024,2296,45,36,30,2,412.0,45,11
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,音高线_紫衣服男_歌房5_110326.mp4_ALG_0921,110326,LC,Login,171.49,258485,908,30,26,24,3,342.6,30,4
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_优质素材_MA_0921,音高线_紫衣服男_歌房5_110326.mp4_MA_0921,110326,LC,Login,85.73,151163,513,24,22,20,1,201.7,24,3
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0910,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_IRQ_0910,110326,LC,Login,82.86,131528,551,8,7,6,0,98.7,8,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,音高线_AI绿哥_歌房4_131061.mp4_0914,131061,LC,Login,74.84,156579,578,18,16,13,0,168.8,18,11
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,音高线_AI绿哥_歌房4_131061.mp4_ALG_0921,131061,LC,Login,68.72,125005,430,8,6,6,1,103.7,8,4
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0916_代理对镜自拍,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_EG_0916,110326,LC,Login,66.69,122504,322,5,5,5,1,77.9,5,1
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0922,音高线_卷毛室内女_歌房5_110326_评论.mp4_0922,110326,LC,Login,50.09,137005,472,11,9,9,0,73.3,11,3
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_优质素材_0921,音高线_紫衣服男_歌房5_110326.mp4_0921,110326,LC,Login,45.79,54360,238,12,11,7,1,67.5,12,4
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,音高线_白衣板寸_代理片尾_101156.mp4_0914,101156,LC,Login,42.52,69904,140,7,7,6,0,55.9,7,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_白头巾盲女_歌房5_110326_评论.mp4_EG_0908,110326,LC,Login,37.26,72486,261,7,4,2,0,22.3,7,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_白头巾盲女_歌房5_110326_评论.mp4_IRQ_0912,110326,LC,Login,34.42,83544,388,7,5,5,0,57.2,7,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_ALG_0921,110326,LC,Login,24.59,46226,144,4,4,4,0,47.7,4,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_优质素材_MA_0921,音高线_AI绿哥_歌房4_131061.mp4_MA_0921,131061,LC,Login,19.32,35713,112,3,3,3,0,23.1,3,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_优质素材_IRQ_0921,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_IRQ_0921,101140,LC,Login,17.73,60035,145,2,2,2,0,18.6,2,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_优质素材_IRQ_0921,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_IRQ_0921,110326,LC,Login,16.67,38298,149,3,1,1,1,22.3,3,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_优质素材_EG_0921,音高线_AI绿哥_歌房4_131061.mp4_EG_0921,131061,LC,Login,15.1,14051,48,1,1,1,0,5.5,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_ALG_0921,101140,LC,Login,14.97,28868,69,1,1,1,0,3.7,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_优质素材_EG_0921,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_EG_0921,101140,LC,Login,13.27,19911,68,3,2,2,0,11.7,3,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_演唱会胡子男_歌房5_454267.mp4_IRQ_0912,454267,LC,Login,12.17,31882,81,3,3,3,1,14.7,3,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_优质素材_EG_0921,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_EG_0921,110326,LC,Login,12.09,14972,54,1,1,1,0,16.2,1,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_ALG_0921,110326,LC,Login,10.67,16152,50,2,2,2,0,7.5,2,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_黑白黑衣男_歌房5_110326_评论.mp4_0921,110326,LC,Login,9.89,19205,80,5,5,4,0,7.5,5,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_室内3男_歌房5_110326.mp4_IRQ_0912,110326,LC,Login,9.71,25108,141,3,3,2,0,28.2,3,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_优质素材_ALG_0921,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_ALG_0921,110326,LC,Login,9.7,10677,52,1,1,1,0,3.6,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_优质素材_IRQ_0921,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_IRQ_0921,110326,LC,Login,9.67,25298,106,3,3,2,0,23.0,3,1
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_姜米男_歌房5_110326_评论.mp4_0921,110326,LC,Login,9.4,23736,121,5,4,3,1,32.5,5,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_优质素材_MA_0921,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_MA_0921,110326,LC,Login,9.31,16113,54,4,1,1,0,6.4,4,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_优质素材_0921,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_0921,110326,LC,Login,9.05,6015,22,2,1,1,0,9.4,2,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0922,音高线_卷毛室内女_歌房5_110326.mp4_0922,110326,LC,Login,8.95,19053,84,2,1,1,0,1.7,2,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_室内绿衣弹唱男_歌房5_110326_评论.mp4_EG_0908,110326,LC,Login,7.12,10537,28,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0922,音高线_室内眼镜女_歌房5_110326_评论.mp4_0922,110326,LC,Login,6.99,34741,108,2,1,0,0,26.4,2,1
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_优质素材_MA_0921,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_MA_0921,101140,LC,Login,6.91,14670,35,3,3,3,2,49.2,3,2
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_优质素材_0921,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_0921,101140,LC,Login,6.76,6684,24,1,1,1,0,19.9,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_优质素材_MA_0921,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_MA_0921,110326,LC,Login,6.7,11980,42,2,2,2,0,33.9,2,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_0914,110326,LC,Login,6.54,7303,28,2,1,0,0,1.9,2,1
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_黑白黑衣男_歌房5_110326.mp4_0921,110326,LC,Login,6.27,14963,61,2,1,1,0,6.9,2,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_赤裸吉他男_歌房5_110326_评论.mp4_0921,110326,LC,Login,5.62,7568,29,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_室内3男_歌房5_110326.mp4_EG_0908,110326,LC,Login,5.48,10026,45,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0922,音高线_室内眼镜女_歌房5_110326.mp4_0922,110326,LC,Login,5.37,19824,70,3,3,1,0,26.5,3,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_优质素材_IRQ_0921,音高线_AI绿哥_歌房4_131061.mp4_IRQ_0921,131061,LC,Login,5.36,10177,59,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_优质素材_0921,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_0921,110326,LC,Login,4.6,2952,8,1,1,0,0,3.3,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_赤裸吉他男_歌房5_110326.mp4_0921,110326,LC,Login,4.21,6673,33,1,0,0,0,0.2,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_反戴帽子男_歌房5_110326.mp4_0921,110326,LC,Login,4.16,13898,58,1,1,1,0,1.9,1,0
20260922,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0921,音高线_姜米男_歌房5_110326.mp4_0921,110326,LC,Login,4.04,14415,43,3,2,2,2,79.1,3,2
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0920抢麦测试,抢麦_抢麦社交女_110326_社交搞笑.mp4_0920,110326,LC,Login,3.6,6318,17,0,0,0,0,0.0,0,0
20260922,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_室内3男_歌房5_110326_评论.mp4_EG_0908,110326,LC,Login,3.36,6668,21,0,0,0,0,0.0,0,0
